;0;1;2;3;4;5;6;7;8;9;10
0;68.36008864182695;2.0;2.0;0.0;735.9898902529766;1.0;9804.053590000001;7.0;4.0;1937.3894614361693;2.0
1;69.91509230769243;2.0;2.0;0.0;730.5719161904764;1.0;5292.591007;3.0;4.0;1946.238199999999;3.0
2;67.26923076923075;2.0;1.0;0.0;774.0547759932384;1.0;27373.96185;4.0;3.0;1948.5244869696583;1.0
3;67.26923076923077;2.0;1.0;0.0;1005.8431486880469;1.0;46127.91885;1.0;3.0;1922.891011723838;1.0
4;63.66635613521427;2.0;2.0;0.0;678.9750535508311;1.0;21652.15899;7.0;4.0;1942.7127659574471;2.0
5;65.82754036087371;2.0;2.0;0.0;815.8475014697243;1.0;8572.252713;3.0;4.0;1945.6494615182555;1.0
6;66.78375783020871;4.0;2.0;2.0;212.0;2.0;2927.0;7.0;7.0;1910.0;2.0
7;65.47214995755412;4.0;2.0;2.0;219.0;2.0;4373.0;7.0;7.0;1932.0;2.0
8;65.47214995755412;4.0;3.0;1.0;40.0;2.0;3962.0;2.0;7.0;1982.0;1.0
9;67.26923076923075;2.0;2.0;0.0;774.0547759932384;1.0;25682.38403;7.0;4.0;1948.5244869696583;2.0
10;67.26923076923075;2.0;2.0;0.0;774.0547759932384;1.0;29301.977810000004;7.0;4.0;1948.5244869696583;2.0
11;69.48796441653587;2.0;2.0;0.0;780.2900496706626;1.0;7176.478040999999;7.0;2.0;1942.7127659574467;2.0
12;68.36008864182695;2.0;2.0;0.0;735.9898902529766;1.0;10071.14972;7.0;4.0;1937.3894614361693;2.0
13;65.82754036087371;2.0;2.0;0.0;815.8475014697243;1.0;8550.048896;7.0;2.0;1945.6494615182555;2.0
14;69.48796441653587;2.0;2.0;0.0;780.2900496706626;1.0;6719.9526989999995;7.0;2.0;1942.7127659574467;2.0
15;65.82754036087371;2.0;2.0;0.0;815.8475014697243;1.0;8838.048196;7.0;1.0;1945.6494615182555;2.0
16;68.36008864182695;2.0;2.0;0.0;735.9898902529766;1.0;9774.789145;7.0;4.0;1937.3894614361693;2.0
17;69.48796441653587;2.0;2.0;0.0;780.2900496706626;1.0;7588.409943000001;7.0;4.0;1942.7127659574467;2.0
18;65.59130642085182;2.0;2.0;0.0;1519.0448642266822;1.0;14279.0982;7.0;4.0;1938.5502241955328;2.0
19;63.66635613521427;2.0;2.0;0.0;678.9750535508311;1.0;20182.34062;7.0;4.0;1942.7127659574471;2.0
20;69.48796441653587;2.0;2.0;0.0;780.2900496706626;1.0;7386.067209000001;7.0;1.0;1942.7127659574467;2.0
21;64.03178418803417;2.0;2.0;0.0;714.2475529100531;1.0;18326.6032;7.0;1.0;1942.7127659574471;2.0
